index,surface,lemma,enlemma,clar,pos,gender,number,notes,extra,sort
62558,cyfrif,cyfrif,count,(of items),n,m,sg,\N,\N,3u8nd8
62564,cyfrif cyfredol,cyfrif cyfredol,current account,,n,m,sg,\N,\N,3u8nd803u8n75kg
62566,cyfrif cynilo,cyfrif cynilo,savings account,,n,m,sg,\N,\N,3u8nd803ujdgk
62568,cyfrifeg,cyfrifeg,accounting,(subject),n,mf,sg,\N,\N,3u8nd87a
62570,cyfrifiad,cyfrifiad,census,,n,m,sg,\N,\N,3u8nd8d15
62571,cyfrifiad,cyfrifiad,calculation,,n,m,sg,\N,\N,3u8nd8d15
62574,cyfrifiadur,cyfrifiadur,computer,,n,m,sg,\N,\N,3u8nd8d15sn
62575,cyfrifiadureg,cyfrifiadureg,computing,(subject),n,f,sg,\N,\N,3u8nd8d15sn7a
62579,cyfrifiaduro,cyfrifiaduro,computerise,,v,\N,\N,\N,\N,3u8nd8d15snk
62630,cyfrifiadurol,cyfrifiadurol,computer,,adj,,,\N,\N,3u8nd8d15snkg
62632,cyfrifiannell,cyfrifiannell,calculator,,n,m,sg,\N,\N,3u8nd8d1jj7h
62670,cyfrifiannu,cyfrifiannu,compute,,v,\N,\N,\N,\N,3u8nd8d1jjs
62688,cyfriflen,cyfriflen,bank statement,,n,f,sg,\N,\N,3u8nd8g7j
62708,cyfrifo,cyfrifo,count,,v,\N,\N,\N,\N,3u8nd8k
62743,cyfrifol,cyfrifol,responsible,,adj,,,\N,\N,3u8nd8kg
62744,cyfrifoldeb,cyfrifoldeb,responsibility,,n,m,sg,\N,\N,3u8nd8kg572
62746,cyfrifyddol,cyfrifyddol,accounting,(pertaining to accounts),adj,,,\N,\N,3u8nd8u6kg
62750,cyfrinach,cyfrinach,secret,,n,f,sg,\N,\N,3u8ndj14
62751,cyfrinachedd,cyfrinachedd,confidentiality,,n,m,sg,\N,\N,3u8ndj1476
62752,cyfrinachol,cyfrinachol,confidential,,adj,,,\N,\N,3u8ndj14kg
62753,cyfrinair,cyfrinair,password,,n,m,sg,\N,\N,3u8ndj1dn
62756,cyfrinymadrodd,cyfrinymadrodd,passphrase,,n,m,sg,\N,\N,3u8ndjui15nk6
62773,cyfro,cyfro,cover,,v,\N,\N,\N,\N,3u8nk
62830,cyfrodeddu,cyfrodeddu,entwine,,v,\N,\N,\N,\N,3u8nk576s
62865,cyfrol,cyfrol,volume,(book),n,f,sg,\N,\N,3u8nkg
62867,cyfrwng,cyfrwng,medium,,n,m,sg,\N,\N,3u8ntb
62876,cyfrwyo,cyfrwyo,saddle,,v,\N,\N,\N,\N,3u8ntuk
62950,cyfryngu,cyfryngu,intervene,,v,\N,\N,\N,\N,3u8nubs
62977,cyfryw,cyfryw,like,,adj,,,\N,\N,3u8nut
62979,cyfseriad,cyfseriad,constellation,,n,m,sg,\N,\N,3u8p7nd15
62980,cyfun,cyfun,merged,,adj,,,\N,\N,3u8sj
62982,cyfundrefn,cyfundrefn,system,,n,f,sg,\N,\N,3u8sj5n78j
62983,cyfundrefn ffeiliau,cyfundrefn ffeiliau,filesystem,,n,f,sg,\N,\N,3u8sj5n78j097dgd1s
62985,cyfundrefnu,cyfundrefnu,systematise,,v,\N,\N,\N,\N,3u8sj5n78js
63039,cyfuniad,cyfuniad,combination,,n,m,sg,\N,\N,3u8sjd15
63079,cyfuno,cyfuno,combine,,v,\N,\N,\N,\N,3u8sjk
63080,cyfuno,cyfuno,merge,,v,\N,\N,\N,\N,3u8sjk
63096,cyfunol,cyfunol,combined,,adj,,,\N,\N,3u8sjkg
63097,cyfunol,cyfunol,federated,,adj,,,\N,\N,3u8sjkg
63114,cyfweld,cyfweld,interview,,v,\N,\N,\N,\N,3u8t7g5
63150,cyfweliad,cyfweliad,interview,,n,m,sg,\N,\N,3u8t7gd15
63151,cyfwerth,cyfwerth,equivalent,,adj,,,\N,\N,3u8t7nr
63153,cyfwng,cyfwng,interval,"(maths, music)",n,m,sg,\N,\N,3u8tb
63154,cyfwng dosbarth,cyfwng dosbarth,class interval,(maths),n,m,sg,\N,\N,3u8tb05kp21nr
63156,cyfyng,cyfyng,confined,,adj,,,\N,\N,3u8ub
63157,cyfyngedig,cyfyngedig,limited,,adj,,,\N,\N,3u8ub75da
63158,cyfyngiad,cyfyngiad,limitation,,n,m,sg,\N,\N,3u8ubd15
63161,cyfyngiad,cyfyngiad,restriction,,n,m,sg,\N,\N,3u8ubd15
63188,cyfyngu,cyfyngu,limit,,v,\N,\N,\N,\N,3u8ubs
63216,cyfystyr,cyfystyr,synonym,,n,m,sg,\N,\N,3u8upqun
63217,cyfystyr,cyfystyr,synonymous,,adj,,,\N,\N,3u8upqun
63231,cyffeithio,cyffeithio,pickle,,v,\N,\N,\N,\N,3u97drdk
63270,cyffelyb,cyffelyb,similar,,adj,,,\N,\N,3u97gu2
63291,cyffelybu,cyffelybu,compare,,v,\N,\N,\N,\N,3u97gu2s
63325,cyffesu,cyffesu,confess,,v,\N,\N,\N,\N,3u97ps
63380,cyffin,cyffin,nearby area,,n,m,sg,\N,\N,3u9dj
63407,cyffio,cyffio,become_stiff,,v,\N,\N,\N,\N,3u9dk
63423,cyfforddus,cyfforddus,comfortable,\N,adj,\N,\N,\N,\N,3u9kn6sp
63424,anghyfforddus,cyfforddus,uncomfortable,\N,adj,\N,\N,\N,\N,3u9kn6sp
63425,cyffredin,cyffredin,common,,adj,,,\N,\N,3u9n75dj
63426,cyffredinol,cyffredinol,general,,adj,,,\N,\N,3u9n75djkg
63470,cyffredinoli,cyffredinoli,generalise,,v,\N,\N,\N,\N,3u9n75djkgd
63481,cyffredinoliad,cyffredinoliad,generalisation,,n,m,sg,\N,\N,3u9n75djkgd15
63483,cyffro,cyffro,excitement,,n,m,sg,\N,\N,3u9nk
63514,cyffroi,cyffroi,excite,,v,\N,\N,\N,\N,3u9nkd
63537,cyffrous,cyffrous,exciting,,adj,,,\N,\N,3u9nksp
63538,cyffur,cyffur,drug,,n,mf,sg,\N,\N,3u9sn
63539,cyffuriau,cyffuriau,drugs,,n,mf,sg,\N,\N,3u9snd1s
63574,cyffwrdd,cyffwrdd,touch,,v,\N,\N,\N,\N,3u9tn6
63628,cynganeddu,cynganeddu,compose_verse,,v,\N,\N,\N,\N,3ub1j76s
63648,cyngerdd,cyngerdd,concert,,n,mf,sg,\N,\N,3ub7n6
63659,cynghori,cynghori,advise,,v,\N,\N,\N,\N,3ubcknd
63701,cynghorol,cynghorol,advisory,,adj,,,\N,\N,3ubcknkg
63702,cynghorwr,cynghorwr,councillor,,n,m,sg,\N,\N,3ubckntn
63704,cynghorydd,cynghorydd,councillor,,n,m,sg,\N,\N,3ubcknu6
63707,cynghoryn,cynghoryn,tip,,n,m,sg,\N,\N,3ubcknuj
63733,cynghraffu,cynghraffu,clutch,,v,\N,\N,\N,\N,3ubcn19s
63763,cynghrair,cynghrair,alliance,,n,mf,sg,\N,\N,3ubcn1dn
63764,cynghrair,cynghrair,league,(sports),n,mf,sg,\N,\N,3ubcn1dn
63769,cynghreirio,cynghreirio,ally,,v,\N,\N,\N,\N,3ubcn7dndk
63818,cyngor,cyngor,council,,n,m,sg,\N,\N,3ubkn
63819,cyhoedd,cyhoedd,public,,n,m,sg,\N,\N,3uck76
63820,cyhoeddedig,cyhoeddedig,published,,adj,,,\N,\N,3uck7675da
63844,cyhoeddi,cyhoeddi,publish,,v,\N,\N,\N,\N,3uck76d
63875,cyhoeddiad,cyhoeddiad,publication,,n,m,sg,\N,\N,3uck76d15
63876,cyhoeddiadau,cyhoeddiadau,publications,,n,m,sg,\N,\N,3uck76d151s
63877,cyhoeddus,cyhoeddus,public,,adj,,,\N,\N,3uck76sp
63878,cyhoeddusrwydd,cyhoeddusrwydd,publicity,,n,m,sg,\N,\N,3uck76spntu6
63879,cyhoeddwr,cyhoeddwr,publisher,,n,m,sg,\N,\N,3uck76tn
63882,cyhuddiad,cyhuddiad,accusation,,n,m,sg,\N,\N,3ucs6d15
63934,cyhuddo,cyhuddo,accuse,,v,\N,\N,\N,\N,3ucs6k
63937,cyhuddol,cyhuddol,accusatory,\N,adj,\N,\N,\N,\N,3ucs6kg
63974,cyhwfan,cyhwfan,flutter,,v,\N,\N,\N,\N,3uct81j
63980,cyhyd,cyhyd,as long,,adj,,,\N,\N,3ucu5
63983,cyhydeddu,cyhydeddu,divide_equally,,v,\N,\N,\N,\N,3ucu576s
64035,cyhyr,cyhyr,muscle,,n,m,sg,\N,\N,3ucun
64037,cyhyrog,cyhyrog,muscular,,adj,,,\N,\N,3ucunka
64038,cylch,cylch,circle,,n,m,sg,\N,\N,3ug4
64039,cylch bywyd,cylch bywyd,lifecycle,,n,m,sg,\N,\N,3ug402utu5
64041,cylch bywyd,cylch bywyd,lifecycle,,n,m,sg,\N,\N,3ug402utu5
64043,cylch cythreulig,cylch cythreulig,vicious circle,,n,m,sg,\N,\N,3ug403urn7sgda
64045,cylch docyn,cylch docyn,token ring,,n,m,sg,\N,\N,3ug405k3uj
64090,cylcharwain,cylcharwain,lead_about,,v,\N,\N,\N,\N,3ug41nt1dj
64098,cylchdro,cylchdro,rotation,,n,m,sg,\N,\N,3ug45nk
64111,cylchdroi,cylchdroi,rotate,,v,\N,\N,\N,\N,3ug45nkd
64150,cylchedd,cylchedd,circumference,(measure),n,m,sg,\N,\N,3ug476
64152,cylchfa,cylchfa,zone,(geography),n,f,sg,\N,\N,3ug481
64154,cylchfan,cylchfan,roundabout,(traffic),n,mf,sg,\N,\N,3ug481j
64155,cylchfan,cylchfan,roundabout,(road),n,m,sg,\N,\N,3ug481j
64158,cylchgrawn,cylchgrawn,magazine,,n,m,sg,\N,\N,3ug4an1tj
64159,cylchgronau,cylchgronau,magazines,,n,m,sg,\N,\N,3ug4ankj1s
64161,cylchlythyr,cylchlythyr,circular,(printed),n,m,sg,\N,\N,3ug4gurun
64198,cylchlythyru,cylchlythyru,circularise,,v,\N,\N,\N,\N,3ug4guruns
64216,cylchoedd,cylchoedd,circles,,n,m,sg,\N,\N,3ug4k76
64217,cylchol,cylchol,recurring,,adj,,,\N,\N,3ug4kg
64218,cylchol,cylchol,cyclic,(repeating),adj,,,\N,\N,3ug4kg
64219,cylchred,cylchred,cycle,(repetitive process),n,mf,sg,\N,\N,3ug4n75
64256,cylchredeg,cylchredeg,circulate,,v,\N,\N,\N,\N,3ug4n757a
64276,cylchrediad,cylchrediad,circulation,,n,m,sg,\N,\N,3ug4n75d15
64277,cylchredol,cylchredol,circulating,,adj,,,\N,\N,3ug4n75kg
64284,cylchu,cylchu,circle,,v,\N,\N,\N,\N,3ug4s
64287,cylchu,cylchu,cycle,(through a sequence),v,\N,\N,\N,\N,3ug4s
64333,cylchwedd,cylchwedd,groupware,,n,mf,sg,\N,\N,3ug4t76
64335,cylchyn,cylchyn,circumference,(line),n,m,sg,\N,\N,3ug4uj
64337,cylchynu,cylchynu,surround,,v,\N,\N,\N,\N,3ug4ujs
64390,cyllell,cyllell,knife,\N,n,f,sg,\N,\N,3uh7h
64425,cyllellu,cyllellu,gash,,v,\N,\N,\N,\N,3uh7hs
64447,cyllid,cyllid,finance,,n,m,sg,\N,\N,3uhd5
64448,cyllid,cyllid,revenue,,n,m,sg,\N,\N,3uhd5
64450,cyllideb,cyllideb,budget,,n,f,sg,\N,\N,3uhd572
64452,cyllidebol,cyllidebol,budgetary,,adj,,,\N,\N,3uhd572kg
64481,cyllido,cyllido,finance,,v,\N,\N,\N,\N,3uhd5k
64507,cyllidol,cyllidol,financial,,adj,,,\N,\N,3uhd5kg
64508,cymaint,cymaint,so many,(+ o + plural noun),adj,,,\N,\N,3ui1djq
64509,cymaint,cymaint,so much,(+ o + singular noun),adj,,,\N,\N,3ui1djq
64510,cymaint â,cymaint â,as big as,,adj,,,\N,\N,3ui1djq01
64511,cymal,cymal,joint,,n,m,sg,\N,\N,3ui1g
64512,cymal,cymal,clause,,n,m,sg,\N,\N,3ui1g
64516,cymanfa,cymanfa,assembly,\N,n,f,sg,\N,\N,3ui1j81
64517,cymanwlad,cymanwlad,commonwealth,,n,f,sg,\N,\N,3ui1jtg15
64519,cymar,cymar,spouse,(m),n,m,sg,\N,\N,3ui1n
64521,cymaradwy,cymaradwy,comparable,,adj,,,\N,\N,3ui1n15tu
64568,cymathu,cymathu,assimilate,,v,\N,\N,\N,\N,3ui1rs
64576,cymdeithas,cymdeithas,society,,n,f,sg,\N,\N,3ui57dr1p
64578,cymdeithas adeiladu,cymdeithas adeiladu,building society,,n,f,sg,\N,\N,3ui57dr1p0157dg15s
64580,cymdeithaseg,cymdeithaseg,sociology,,n,f,sg,\N,\N,3ui57dr1p7a
64581,cymdeithasol,cymdeithasol,social,,adj,,,\N,\N,3ui57dr1pkg
64584,cymdeithasu,cymdeithasu,associate,,v,\N,\N,\N,\N,3ui57dr1ps
64637,cymdogaeth,cymdogaeth,neighbourhood,,n,f,sg,\N,\N,3ui5ka17r
64638,cymdoges,cymdoges,neighbour,\N,n,f,sg,\N,\N,3ui5ka7p
64640,cymedr,cymedr,mean,(statistics),n,f,sg,\N,\N,3ui75n
64641,cymedrig,cymedrig,mean,(statistics),adj,,,\N,\N,3ui75nda
64642,cymedrol,cymedrol,moderate,(in views),adj,,,\N,\N,3ui75nkg
64643,cymedroledig,cymedroledig,moderated,(in forums),adj,,,\N,\N,3ui75nkg75da
64664,cymedroli,cymedroli,moderate,,v,\N,\N,\N,\N,3ui75nkgd
64698,cymedrolwr,cymedrolwr,moderate,,n,m,sg,\N,\N,3ui75nkgtn
64717,cymell,cymell,urge,,v,\N,\N,\N,\N,3ui7h
64731,cymell,cymell,inducement,,n,m,sg,\N,\N,3ui7h
64753,cymeradwy,cymeradwy,acceptable,,adj,,,\N,\N,3ui7n15tu
64754,cymeradwyaeth,cymeradwyaeth,approval,,n,f,sg,\N,\N,3ui7n15tu17r
64772,cymeradwyo,cymeradwyo,approve,,v,\N,\N,\N,\N,3ui7n15tuk
64809,cymeriad,cymeriad,character,,n,m,sg,\N,\N,3ui7nd15
64810,cymeriadau,cymeriadau,characters,,n,m,sg,\N,\N,3ui7nd151s
64811,cymesur,cymesur,symmetrical,,adj,,,\N,\N,3ui7psn
64812,cymesur,cymesur,commensurate,,adj,,,\N,\N,3ui7psn
64813,cymesuredd,cymesuredd,symmetry,,n,m,sg,\N,\N,3ui7psn76
64816,cymesuredd adlewyrchiad,cymesuredd adlewyrchiad,reflective symmetry,,n,m,sg,\N,\N,3ui7psn76015g7tun4d15
64818,cymesuredd cylchdro,cymesuredd cylchdro,rotational symmetry,,n,m,sg,\N,\N,3ui7psn7603ug45nk
64819,cymesurol,cymesurol,symmetrical,,adj,,,\N,\N,3ui7psnkg
64821,cymhareb,cymhareb,ratio,,n,f,sg,\N,\N,3uic1n72
64822,cymhares,cymhares,spouse,(f),n,m,sg,\N,\N,3uic1n7p
64824,cymhariaeth,cymhariaeth,comparison,,n,f,sg,\N,\N,3uic1nd17r
64826,cymharol,cymharol,comparative,,adj,,,\N,\N,3uic1nkg
64833,cymharu,cymharu,compare,,v,\N,\N,\N,\N,3uic1ns
64883,cymharydd,cymharydd,comparator,,n,m,sg,\N,\N,3uic1nu6
64885,cymharydd,cymharydd,comparator,,n,m,sg,\N,\N,3uic1nu6
64886,cymhelliad,cymhelliad,incentive,,n,m,sg,\N,\N,3uic7hd15
64889,cymhelliant,cymhelliant,motivation,,n,m,sg,\N,\N,3uic7hd1jq
64923,cymhennu,cymhennu,tidy,,v,\N,\N,\N,\N,3uic7jjs
64941,cymhleth,cymhleth,complex,(complicated),adj,,,\N,\N,3uicg7r
64942,cymhlethdod,cymhlethdod,complexity,,n,m,sg,\N,\N,3uicg7r5k5
64946,cymhlethu,cymhlethu,complicate,,v,\N,\N,\N,\N,3uicg7rs
64994,cymhlyg,cymhlyg,complex,(composite),adj,,,\N,\N,3uicgua
64995,cymhlygyn,cymhlygyn,complex,(composite),n,m,sg,\N,\N,3uicguauj
64999,cymhorthdal,cymhorthdal,subsidy,,n,m,sg,\N,\N,3uicknr51g
65000,cymhorthdal,cymhorthdal,subsidy,,n,m,sg,\N,\N,3uicknr51g
65001,cymhwysedd,cymhwysedd,competence,,n,m,sg,\N,\N,3uictup76
65003,cymhwysiad,cymhwysiad,application,(computer),n,m,sg,\N,\N,3uictupd15
65011,cymhwyso,cymhwyso,apply,,v,\N,\N,\N,\N,3uictupk
65036,cymhwyso,cymhwyso,adapt,,v,\N,\N,\N,\N,3uictupk
65057,cymhwyster,cymhwyster,qualification,,n,m,sg,\N,\N,3uictupq7n
65084,cymodi,cymodi,reconcile,,v,\N,\N,\N,\N,3uik5d
65122,cymoni,cymoni,adapt,,v,\N,\N,\N,\N,3uikjd
65167,cymorth,cymorth,help,,n,m,sg,\N,\N,3uiknr
65181,cymortháu,cymortháu,assist,,v,\N,\N,\N,\N,3uiknr1s
65270,cymowta,cymowta,gallivant,,v,\N,\N,\N,\N,3uiktq1
65273,Cymraeg,Cymraeg,Welsh,(language),n,f,sg,\N,\N,3uin17a
65274,Cymraes,Cymraes,Welsh_person,,n,f,sg,\N,\N,3uin17p
65275,Cymreictod,Cymreictod,Welshness,,n,m,sg,\N,\N,3uin7d3qk5
65276,Cymreig,Cymreig,Welsh,(non-language),adj,,,\N,\N,3uin7da
65303,cymreigio,cymreigio,cymricise,,v,\N,\N,\N,\N,3uin7dadk
65331,Cymro,Cymro,Welsh_person,,n,m,sg,\N,\N,3uink
65340,cymrodeddu,cymrodeddu,arbitrate,,v,\N,\N,\N,\N,3uink576s
65387,Cymru,Cymru,Wales,,n,f,sg,place,\N,3uins
65388,Cymru-Gyfan,Cymru-Gyfan,All-Wales,,adj,,,\N,\N,3uins0au81j
65394,cymeryd,cymryd,take,\N,v,\N,\N,\N,\N,3uinu5
65422,cymryd,cymryd,take,,v,\N,\N,\N,\N,3uinu5
65444,cymryd ar,cymryd ar,pretend,,h,,,\N,\N,3uinu501n
65445,cymryd yn ganiataol,cymryd yn ganiataol,take for granted,,h,,,\N,\N,3uinu50uj0a1jd1q1kg
65447,cymudo,cymudo,commute,,v,\N,\N,\N,\N,3uis5k
65501,cymuned,cymuned,community,,n,f,sg,\N,\N,3uisj75
65502,cymunedol,cymunedol,community,,adj,,,\N,\N,3uisj75kg
65509,cymuno,cymuno,communicate,,v,\N,\N,\N,\N,3uisjk
65557,cymwynasgar,cymwynas,kind,\N,adj,\N,\N,\N,\N,3uituj1p
65558,cymwys,cymwys,fit,(qualified),adj,,,\N,\N,3uitup
65559,cymwysedig,cymwysedig,qualified,,adj,,,\N,\N,3uitup75da
65560,cymydog,cymydog,neighbour,,n,m,sg,\N,\N,3uiu5ka
65562,cymylog,cymylog,cloudy,\N,adj,\N,\N,\N,\N,3uiugka
65613,cymylu,cymylu,overshadow,,v,\N,\N,\N,\N,3uiugs
65666,cymynnu,cymynnu,bequeath,,v,\N,\N,\N,\N,3uiujjs
65692,cymynroddi,cymynroddi,bequeath,,v,\N,\N,\N,\N,3uiujnk6d
65732,cymynu,cymynu,fell,,v,\N,\N,\N,\N,3uiujs
65779,cymysg,cymysg,mixed,,adj,,,\N,\N,3uiupa
65781,cymysgedd,cymysgedd,mixture,,n,mf,sg,\N,\N,3uiupa76
65782,cymysglyd,cymysglyd,muddled,,adj,,,\N,\N,3uiupagu5
65799,cymysgu,cymysgu,mix,,v,\N,\N,\N,\N,3uiupas
65837,cymysgydd,cymysgydd,mixer,,n,m,sg,\N,\N,3uiupau6
65839,cyn,cyn,as,(mor/cyn ... â),adv,,,\N,\N,3uj
65840,cyn,cyn,before,,prep,,,\N,\N,3uj
65841,cyn belled ag y bo'n ymarferol,cyn belled ag y bo'n ymarferol,as far as practicable,,h,,,\N,\N,3uj027h7501a0u02k0j0ui1n87nkg
65843,cyn-fyfyriwr,cyn-fyfyriwr,fellow student,,n,m,sg,\N,\N,3uj08u8undtn
65868,cyn-gofrestru,cyn-gofrestru,preregister,,v,\N,\N,\N,\N,3uj0ak8n7pqns
65898,cyn-lywydd,cyn-lywydd,former president,,n,m,sg,\N,\N,3uj0gutu6
65900,cyn-raddedig,cyn-raddedig,pre-graded,,adj,,,\N,\N,3uj0n1675da
65901,cyn-Weinidog,cyn-Weinidog,former Minister,,n,m,sg,\N,\N,3uj0t7djd5ka
65926,cynadledda,cynadledda,attend_conferences,,v,\N,\N,\N,\N,3uj15g761
65991,cynadleddu,cynadleddu,confer,,v,\N,\N,\N,\N,3uj15g76s
66010,cynaeafu,cynaeafu,harvest,,v,\N,\N,\N,\N,3uj1718s
66068,cynaladwy,cynaladwy,sustainable,,adj,,,\N,\N,3uj1g15tu
66069,cynaliadwy,cynaliadwy,sustainable,,adj,,,\N,\N,3uj1gd15tu
66070,cynaliadwyedd,cynaliadwyedd,sustainability,,n,m,sg,\N,\N,3uj1gd15tu76
66071,cynaliedig,cynaliedig,supported,(maintained),adj,,,\N,\N,3uj1gd75da
66122,cynanu,cynanu,pronounce,,v,\N,\N,\N,\N,3uj1js
66136,cyndynnu,cyndynnu,act_stubbornly,,v,\N,\N,\N,\N,3uj5ujjs
66188,cyndynrwydd,cyndynrwydd,reluctance,(stubborn),n,m,sg,\N,\N,3uj5ujntu6
66195,cynddeiriogi,cynddeiriogi,enrage,,v,\N,\N,\N,\N,3uj67dndkad
66287,cyneddfu,cyneddfu,judge_competent,,v,\N,\N,\N,\N,3uj768s
66297,cynefin,cynefin,habitat,,n,m,sg,\N,\N,3uj78dj
66321,cynefino,cynefino,become_accustomed,,v,\N,\N,\N,\N,3uj78djk
66353,cynenedigol,cynenedigol,prenatal,,adj,,,\N,\N,3uj7j75dakg
66354,cynfas,cynfas,canvas,,n,m,sg,\N,\N,3uj81p
66357,cynffon,cynffon,tail,,n,f,sg,\N,\N,3uj9kj
66360,cynffonna,cynffonna,toady,,v,\N,\N,\N,\N,3uj9kjj1
66412,cynhadledd,cynhadledd,conference,,n,f,sg,\N,\N,3ujc15g76
66415,cynhaeaf,cynhaeaf,harvest,\N,n,m,sg,\N,\N,3ujc1718
66416,cynhaliaeth,cynhaliaeth,support,,n,f,sg,\N,\N,3ujc1gd17r
66417,cynhaliwr,cynhaliwr,supporter,,n,m,sg,\N,\N,3ujc1gdtn
66419,cynharaf,cynharaf,earliest,,adj,,,\N,\N,3ujc1n18
66460,cynheica,cynheica,be_in heat,,v,\N,\N,\N,\N,3ujc7d31
66474,cynhenid,cynhenid,innate,,adj,,,\N,\N,3ujc7jd5
66501,cynhenna,cynhenna,quarrel,,v,\N,\N,\N,\N,3ujc7jj1
66574,cynhennu,cynhennu,quarrel,,v,\N,\N,\N,\N,3ujc7jjs
66580,cynhesaf,cynhesaf,warmest,,adj,,,\N,\N,3ujc7p18
66581,cynhesrwydd,cynhesrwydd,warmth,,n,m,sg,\N,\N,3ujc7pntu6
66632,cynhesu,cynhesu,warm,,v,\N,\N,\N,\N,3ujc7ps
66645,cynhinio,cynhinio,rend,,v,\N,\N,\N,\N,3ujcdjdk
66684,cynhwynol,cynhwynol,inherent,,adj,,,\N,\N,3ujctujkg
66685,cynhwysedd,cynhwysedd,capacity,,n,m,sg,\N,\N,3ujctup76
66687,cynhwysfawr,cynhwysfawr,comprehensive,,adj,,,\N,\N,3ujctup81tn
66689,cynhwysiad,cynhwysiad,inclusion,,n,m,sg,\N,\N,3ujctupd15
66691,cynhwysiad,cynhwysiad,include,(file),n,m,sg,\N,\N,3ujctupd15
66692,cynhwysol,cynhwysol,inclusive,,adj,,,\N,\N,3ujctupkg
66694,cynhwysydd,cynhwysydd,container,,n,m,sg,\N,\N,3ujctupu6
66696,cynhyrchiad,cynhyrchiad,production,,n,m,sg,\N,\N,3ujcun4d15
66697,cynhyrchiant,cynhyrchiant,production,(process),n,m,sg,\N,\N,3ujcun4d1jq
66698,cynhyrchiol,cynhyrchiol,productive,,adj,,,\N,\N,3ujcun4dkg
66732,cynhyrchu,cynhyrchu,produce,,v,\N,\N,\N,\N,3ujcun4s
66751,cynhyrchwr,cynhyrchwr,producer,,n,m,sg,\N,\N,3ujcun4tn
66752,cynhyrchydd,cynhyrchydd,producer,,n,m,sg,\N,\N,3ujcun4u6
66775,cynhyrfu,cynhyrfu,agitate,,v,\N,\N,\N,\N,3ujcun8s
66805,cynhyrfus,cynhyrfus,exciting,,adj,,,\N,\N,3ujcun8sp
66806,cynifer,cynifer,so many,,adj,,,\N,\N,3ujd87n
66817,cynigio,cynigio,offer,,v,\N,\N,\N,\N,3ujdadk
66895,cynilo,cynilo,save,,v,\N,\N,\N,\N,3ujdgk
66958,cynio,cynio,gouge,,v,\N,\N,\N,\N,3ujdk
66993,cyniwair,cyniwair,frequent,,v,\N,\N,\N,\N,3ujdt1dn
67039,cyniweirio,cyniweirio,frequent,,v,\N,\N,\N,\N,3ujdt7dndk
67066,cynllun,cynllun,plan,,n,m,sg,\N,\N,3ujhsj
67068,cynllun gweithredu,cynllun gweithredu,action plan,,n,m,sg,\N,\N,3ujhsj0at7drn75s
67090,cynllunio,cynllunio,plan,,v,\N,\N,\N,\N,3ujhsjdk
67149,cynllwynio,cynllwynio,scheme,,v,\N,\N,\N,\N,3ujhtujdk
67195,cynllyfanu,cynllyfanu,leash,,v,\N,\N,\N,\N,3ujhu81js
67275,cynnal,cynnal,support,,v,\N,\N,\N,\N,3ujj1g
67282,cynnal a chadw,cynnal a chadw,repair and maintenance,,n,m,sg,\N,\N,3ujj1g010415t
67283,cynnal arolwg,cynnal arolwg,conduct a survey,,h,,,\N,\N,3ujj1g01nkgta
67284,cynharach,cynnar,early,,adj.comp,,,\N,\N,3ujj1n
67285,cynnar,cynnar,early,,adj,,,\N,\N,3ujj1n
67301,cynnau,cynnau,light,,v,\N,\N,\N,\N,3ujj1s
67340,cynnes,cynnes,warm,,adj,,,\N,\N,3ujj7p
67341,cynhesach,cynnes,warm,,adj.comp,,,\N,\N,3ujj7p
67344,cynnig,cynnig,offer,,v,\N,\N,\N,\N,3ujjda
67356,cynnig,cynnig,offer,,n,m,sg,\N,\N,3ujjda
67388,cynnig,cynnig,proposal,,n,m,sg,\N,\N,3ujjda
67397,cynnig a chynnig,cynnig a chynnig,trial and error,,h,,,\N,\N,3ujjda0104ujjda
67436,cynnu,cynnu,light,,v,\N,\N,\N,\N,3ujjs
67493,cynnull,cynnull,gather,,v,\N,\N,\N,\N,3ujjsh
67515,cynnwys,cynnwys,contain,,v,\N,\N,\N,\N,3ujjtup
67522,cynnwys,cynnwys,content,,n,m,sg,\N,\N,3ujjtup
67556,cynnydd,cynnydd,progress,,n,m,sg,\N,\N,3ujju6
67557,cynnydd,cynnydd,increase,,n,m,sg,\N,\N,3ujju6
67559,cynnyrch,cynnyrch,product,,n,m,sg,\N,\N,3ujjun4
67571,cynorthwyo,cynorthwyo,support,,v,\N,\N,\N,\N,3ujknrtuk
67614,cynorthwyol,cynorthwyol,assistant,,adj,,,\N,\N,3ujknrtukg
67615,cynorthwyol,cynorthwyol,helpful,,adj,,,\N,\N,3ujknrtukg
67616,cynorthwyol,cynorthwyol,helper,,adj,,,\N,\N,3ujknrtukg
67617,cynorthwyol,cynorthwyol,assistive,,adj,,,\N,\N,3ujknrtukg
67619,cynorthwyydd,cynorthwyydd,assistant,,n,m,sg,\N,\N,3ujknrtuu6
67620,cynradd,cynradd,primary,,adj,,,\N,\N,3ujn16
67621,cynrychiadol,cynrychiadol,representative,,adj,,,\N,\N,3ujnu4d15kg
67622,cynrychiolaeth,cynrychiolaeth,representation,,n,f,sg,\N,\N,3ujnu4dkg17r
67637,cynrychioli,cynrychioli,represent,,v,\N,\N,\N,\N,3ujnu4dkgd
67678,cynrychioliad,cynrychioliad,representation,,n,m,sg,\N,\N,3ujnu4dkgd15
